,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dog_stage,jpg_url,img_num,p1,p1_conf,p1_dog,favorite_count,retweet_count
756,775085132600442880,2016-09-11 21:34:30,This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT,13,10,Tucker,,https://pbs.twimg.com/media/CsGnz64WYAEIDHJ.jpg,1.0,chow,0.316565,True,17281,5488
757,774757898236878852,2016-09-10 23:54:11,This is Finley. She's a Beneboop Cumbersplash. 12/10 I'd do unspeakable things for Finley https://t.co/dS8SCbNF9P,12,10,Finley,,https://pbs.twimg.com/media/CsB-MYiXgAEQU20.jpg,1.0,toy_poodle,0.7199409999999999,True,9462,2035
758,774639387460112384,2016-09-10 16:03:16,This is Sprinkles. He's trapped in light jail. 10/10 would post bail for him https://t.co/4s5Xlijogu,10,10,Sprinkles,,https://pbs.twimg.com/media/CsASZqRW8AA3Szw.jpg,1.0,Walker_hound,0.6275930000000001,True,7508,2013
759,774314403806253056,2016-09-09 18:31:54,I WAS SENT THE ACTUAL DOG IN THE PROFILE PIC BY HIS OWNER THIS IS SO WILD. 14/10 ULTIMATE LEGEND STATUS https://t.co/7oQ1wpfxIH,14,10,,,https://pbs.twimg.com/media/Cr7q1VxWIAA5Nm7.jpg,3.0,Eskimo_dog,0.5960449999999999,True,24167,6478
760,773922284943896577,2016-09-08 16:33:46,"This is Heinrich (pronounced ""Pat""). He's a Botswanian Vanderfloof. Snazzy af bandana. 12/10 downright puptacular https://t.co/G56ikYAqFg",12,10,Heinrich,,https://pbs.twimg.com/media/Cr2GNdlW8AAbojw.jpg,1.0,Pomeranian,0.554331,True,7110,1999
761,773704687002451968,2016-09-08 02:09:06,This is Loki. He knows he's adorable. One ear always pupared. 12/10 would snug in depicted fashion forever https://t.co/OqNggd4Oio,12,10,Loki,,https://pbs.twimg.com/media/CrzATQqWAAEHq2t.jpg,2.0,silky_terrier,0.324251,True,7317,1891
762,773670353721753600,2016-09-07 23:52:41,This is Shakespeare. He appears to be maximum level pettable. Born with no eyes tho (tragic). 10/10 probably wise https://t.co/rA8WUVOLBr,10,10,Shakespeare,,https://pbs.twimg.com/media/CryhFC0XEAA9wp_.jpg,1.0,Old_English_sheepdog,0.969311,True,5935,1501
765,773191612633579521,2016-09-06 16:10:20,This is Grey. He's the dogtor in charge of your checkpup today. 12/10 I'd never miss an appointment https://t.co/9HEVPJEioD,12,10,Grey,,https://pbs.twimg.com/media/CrrtqjdXEAINleR.jpg,1.0,Blenheim_spaniel,0.427766,True,11117,4736
767,772826264096874500,2016-09-05 15:58:34,"Meet Roosevelt. He's preparing for takeoff. Make sure tray tables are in their full pupright &amp; licked position
11/10 https://t.co/7CQkn3gHOQ",11,10,Roosevelt,,https://pbs.twimg.com/media/CrmhYYIXEAEcyYY.jpg,1.0,basset,0.915351,True,8842,2669
768,772581559778025472,2016-09-04 23:46:12,Guys this is getting so out of hand. We only rate dogs. This is a Galapagos Speed Panda. Pls only send dogs... 10/10 https://t.co/8lpAGaZRFn,10,10,,,https://pbs.twimg.com/media/CrjC0JAWAAAjz6n.jpg,3.0,Newfoundland,0.574345,True,7192,1968
769,772152991789019136,2016-09-03 19:23:13,Here's a couple rufferees making sure all the sports are played fairly today. Both 10/10 would bribe with extra pets https://t.co/H9yjI9eo3A,10,10,,,https://pbs.twimg.com/media/Crc9DEoWEAE7RLH.jpg,2.0,golden_retriever,0.275318,True,4181,1300
770,772117678702071809,2016-09-03 17:02:54,Meet Jack. He's a Clemson pup. Appears to be rather h*ckin pettable. Almost makes me want to root for Clemson. 12/10 https://t.co/GHOfbTVQti,12,10,Jack,,https://pbs.twimg.com/media/Crcc7pqXEAAM5O2.jpg,1.0,Labrador_retriever,0.217821,True,4165,848
771,772114945936949249,2016-09-03 16:52:02,This is Finn. He's very nervous for the game. Has a lot of money riding on it.10/10 would attempt to comfort https://t.co/CbtNfecWiT,10,10,Finn,,https://pbs.twimg.com/media/Crcacf9WgAEcrMh.jpg,1.0,Chihuahua,0.803293,True,3005,546
772,772102971039580160,2016-09-03 16:04:27,This is Penny. She's an OU cheerleader. About to do a triple back handspring down the stairs. 11/10 hype af https://t.co/B2f3XkGU5c,11,10,Penny,,https://pbs.twimg.com/media/CrcPjh0WcAA_SPT.jpg,1.0,Pembroke,0.54178,True,4448,1065
773,771770456517009408,2016-09-02 18:03:10,This is Davey. He'll have your daughter home by 8. Just a stand up pup. 11/10 would introduce to mom https://t.co/E6bGWf9EOm,11,10,Davey,,https://pbs.twimg.com/media/CrXhIqBW8AA6Bse.jpg,1.0,papillon,0.53318,True,13356,3924
774,771500966810099713,2016-09-02 00:12:18,This is Dakota. He's just saying hi. That's all. 12/10 someone wave back https://t.co/1tWe5zZoHv,12,10,Dakota,,https://pbs.twimg.com/media/CrTsCPHWYAANdzC.jpg,1.0,Labrador_retriever,0.833952,True,9167,3018
775,771380798096281600,2016-09-01 16:14:48,Meet Fizz. She thinks love is a social construct consisting solely of ideals perpetuated by mass media 11/10 woke af https://t.co/sPB5JMnWBn,11,10,Fizz,,https://pbs.twimg.com/media/CrR-vVfXEAAk6Gg.jpg,1.0,collie,0.503728,True,11746,5912
777,771102124360998913,2016-08-31 21:47:27,This is Charlie. He works for @TODAYshow. Super sneaky tongue slip here. 12/10 would pet until someone made me stop https://t.co/K5Jo7QRCvA,12,10,Charlie,,https://pbs.twimg.com/media/CrOBSfgXgAABsTE.jpg,1.0,Labrador_retriever,0.568789,True,6898,1663
779,770787852854652928,2016-08-31 00:58:39,This is Winston. His tongue has gone rogue. Doing him quite a frighten. 10/10 hang in there Winston https://t.co/d0QEbp78Yi,10,10,Winston,,https://pbs.twimg.com/media/CrJjdZmXgAEWLSD.jpg,1.0,Bernese_mountain_dog,0.787812,True,5498,1415
780,770772759874076672,2016-08-30 23:58:40,This is Sebastian. He's super h*ckin fluffy. That's really all you need to know. 11/10 would snug intensely https://t.co/lqr0NdtwQo,11,10,Sebastian,,https://pbs.twimg.com/media/CrJVupHXgAA4Dkk.jpg,1.0,chow,0.979515,True,5749,1626
783,770293558247038976,2016-08-29 16:14:30,This is Jackson. There's nothing abnormal about him. Just your average really good dog. 10/10 https://t.co/3fEPpj0KYw,10,10,Jackson,,https://pbs.twimg.com/media/CrCh5RgW8AAXW4U.jpg,1.0,Italian_greyhound,0.931668,True,6923,1718
784,770069151037685760,2016-08-29 01:22:47,Say hello to Carbon. This is his first time swimming. He's having a h*ckin blast. 10/10 we should all be this happy https://t.co/mADHGenzFS,10,10,Carbon,,https://pbs.twimg.com/media/Cq_Vy9KWcAIUIuv.jpg,1.0,Boston_bull,0.414965,True,8385,2651
785,769940425801170949,2016-08-28 16:51:16,This is Klein. These pics were taken a month apart. He knows he's a stud now. 12/10 total heartthrob https://t.co/guDkLrX8zV,12,10,Klein,,https://pbs.twimg.com/media/Cq9guJ5WgAADfpF.jpg,1.0,miniature_pinscher,0.796313,True,34948,11131
786,769695466921623552,2016-08-28 00:37:54,This is Titan. He's trying to make friends. Offering up his favorite stick. 13/10 philanthropic af https://t.co/vhrkz0dK4v,13,10,Titan,,https://pbs.twimg.com/media/Cq6B8V6XYAA1T1R.jpg,1.0,pug,0.407117,True,7101,1926
787,769212283578875904,2016-08-26 16:37:54,This is DonDon. He's way up but doesn't feel blessed. Rather uncomfortable actually. 12/10 I'll save you DonDon https://t.co/OCYLz3fjVE,12,10,DonDon,,https://pbs.twimg.com/media/CqzKfQgXEAAWIY-.jpg,1.0,golden_retriever,0.16653800000000002,True,5980,1969
788,768970937022709760,2016-08-26 00:38:52,This is Kirby. His bowl weighs more than him. 12/10 would assist https://t.co/UlB2mzw3Xs,12,10,Kirby,,https://pbs.twimg.com/ext_tw_video_thumb/768967618174877700/pu/img/4wfsrs0ZnQ5pstXm.jpg,1.0,Pomeranian,0.182358,True,16017,7574
789,768855141948723200,2016-08-25 16:58:45,This is Jesse. He really wants a belly rub. Will be as cute as possible to achieve that goal. 11/10 https://t.co/1BxxcdVNJ8,11,10,Jesse,,https://pbs.twimg.com/media/CquFrCKWAAAr32m.jpg,1.0,chow,0.7202189999999999,True,4660,1034
790,768609597686943744,2016-08-25 00:43:02,This is Lou. His sweater is too small and he already cut the tags off. Very very churlish. 10/10 would still pet https://t.co/dZPMLresEr,10,10,Lou,,https://pbs.twimg.com/media/CqqmWa7WcAAIM-n.jpg,1.0,basenji,0.183283,True,4580,1382
791,768596291618299904,2016-08-24 23:50:10,Say hello to Oakley and Charlie. They're convinced that they each have their own stick. Nobody tell them. Both 12/10 https://t.co/J2AJdyxglH,12,10,Oakley,,https://pbs.twimg.com/media/CqqaPjqWIAAOyNL.jpg,1.0,Great_Pyrenees,0.729745,True,5592,1473
792,768473857036525572,2016-08-24 15:43:39,Meet Chevy. He had a late breakfast and now has to choose between a late lunch or an early dinner. 11/10 very pupset https://t.co/goy9053wC7,11,10,Chevy,,https://pbs.twimg.com/media/Cqoq5PGWAAA-U8T.jpg,1.0,Labrador_retriever,0.73917,True,15110,3958
794,767754930266464257,2016-08-22 16:06:54,This is Philbert. His toilet broke and he doesn't know what to do. Trying not to panic. 11/10 furustrated af https://t.co/Nb68IsVb9O,11,10,Philbert,,https://pbs.twimg.com/media/CqedCQWWgAIab9L.jpg,1.0,vizsla,0.307794,True,17814,6221
795,767500508068192258,2016-08-21 23:15:55,This is Louie. He's making quite a h*ckin mess. Doesn't seem to care. 12/10 jubilant af https://t.co/Z2g2YWPzX2,12,10,Louie,,https://pbs.twimg.com/media/Cqa1ofnXEAAG0yn.jpg,1.0,chow,0.483228,True,8295,2688
796,767122157629476866,2016-08-20 22:12:29,This is Rupert. You betrayed him with bath time but he forgives you. Cuddly af 13/10 https://t.co/IEARC2sRzC,13,10,Rupert,,https://pbs.twimg.com/media/CqVdiBJWIAEDZB4.jpg,2.0,toy_poodle,0.873841,True,11227,3261
797,766793450729734144,2016-08-20 00:26:19,This is Rufus. He just missed out on the 100m final at Rio. Already training hard for Tokyo. 10/10 never give pup https://t.co/exrRjjJqeO,10,10,Rufus,,https://pbs.twimg.com/media/CqQykxrWYAAlD8g.jpg,1.0,beagle,0.451697,True,5650,1565
798,766693177336135680,2016-08-19 17:47:52,This is Brudge. He's a Doberdog. Going to be h*ckin massive one day. 11/10 would pat on head approvingly https://t.co/cTlHjEUNK8,11,10,Brudge,,https://pbs.twimg.com/media/CqPXYLLXEAAU2HC.jpg,1.0,Doberman,0.948355,True,4484,918
799,766423258543644672,2016-08-18 23:55:18,This is Shadoe. Her tongue flies out of her mouth at random. Can't have a serious conversation with her. 9/10 https://t.co/Tytt15VquG,9,10,Shadoe,,https://pbs.twimg.com/media/CqLh4yJWcAAHomv.jpg,2.0,keeshond,0.995823,True,6671,1825
800,766313316352462849,2016-08-18 16:38:26,This is Oscar. He has legendary eyebrows and he h*ckin knows it. Curly af too. 12/10 would hug passionately https://t.co/xuxZoObmF0,12,10,Oscar,,https://pbs.twimg.com/media/CqJ95SRWgAATPK_.jpg,1.0,toy_poodle,0.966896,True,7493,2166
801,766069199026450432,2016-08-18 00:28:24,This is Juno. She can see your future. 12/10 h*ckin mesmerizing af https://t.co/Z69mShifuk,12,10,Juno,,https://pbs.twimg.com/media/CqGf3xaXYAEh3ak.jpg,1.0,redbone,0.484855,True,4765,1003
802,766008592277377025,2016-08-17 20:27:34,This is Angel. She stole the @ShopWeRateDogs shirt from her owner. Fits pretty well actually. 11/10 would forgive https://t.co/jaivZ1dcUL,11,10,Angel,,https://pbs.twimg.com/media/CqFouXOXYAAYpzG.jpg,1.0,Welsh_springer_spaniel,0.7281529999999999,True,4149,571
803,765719909049503744,2016-08-17 01:20:27,This is Brat. He has a hard time being ferocious so his owner helps out. H*ckin scary af now. 12/10 would still pet https://t.co/soxdNqZDZ2,12,10,Brat,,https://pbs.twimg.com/media/CqBiMAgWAAEJKgI.jpg,1.0,golden_retriever,0.969518,True,8021,2475
804,765669560888528897,2016-08-16 22:00:23,This is Tove. She's a Balsamic Poinsetter. Surprisingly deadly. 12/10 snug with caution https://t.co/t6RvnVEdRR,12,10,Tove,,https://pbs.twimg.com/media/CqA0XcYWAAAzltT.jpg,1.0,beagle,0.993333,True,5760,1407
805,765395769549590528,2016-08-16 03:52:26,This is my dog. Her name is Zoey. She knows I've been rating other dogs. She's not happy. 13/10 no bias at all https://t.co/ep1NkYoiwB,13,10,my,,https://pbs.twimg.com/media/Cp87Y0jXYAQyjuV.jpg,1.0,Pembroke,0.509491,True,20539,3127
806,765222098633691136,2016-08-15 16:22:20,This is Gromit. He's pupset because there's no need to beware of him. Just wants a pettin. 10/10 https://t.co/eSvz4EapHH,10,10,Gromit,,https://pbs.twimg.com/media/Cp6db4-XYAAMmqL.jpg,1.0,dalmatian,0.556595,True,12902,3914
807,764857477905154048,2016-08-14 16:13:27,This is Aubie. He has paws for days. Nibbling tables is one of his priorities. Second only to being cuddly af. 12/10 https://t.co/cBIFBsCRz6,12,10,Aubie,,https://pbs.twimg.com/media/Cp1R0ZTWcAAaPO4.jpg,1.0,Bernese_mountain_dog,0.7920590000000001,True,7099,2029
808,764259802650378240,2016-08-13 00:38:30,This is Kota and her son Benedict. She doesn't know why you're staring. They are a normal family. Both 10/10 https://t.co/Q1v9BZylvZ,10,10,Kota,,https://pbs.twimg.com/media/CpsyNtXWgAAqvs3.jpg,1.0,German_shepherd,0.973677,True,6718,1745
809,763837565564780549,2016-08-11 20:40:41,This is Alfie. He's touching a butt. Couldn't be happier. 11/10 https://t.co/gx3xF5mZbo,11,10,Alfie,,https://pbs.twimg.com/media/CpmyNumW8AAAJGj.jpg,1.0,malamute,0.375098,True,14041,4858
810,763183847194451968,2016-08-10 01:23:03,This is Clark. He collects teddy bears. It's absolutely h*ckin horrifying. 8/10 please stop this Clark https://t.co/EDMcwt86fU,8,10,Clark,,https://pbs.twimg.com/media/CpdfpzKWYAAWSUi.jpg,1.0,miniature_poodle,0.354674,True,6004,1702
812,762699858130116608,2016-08-08 17:19:51,This is Leela. She's a Fetty Woof. Lost eye while saving a baby from an avalanche. 11/10 true h*ckin hero https://t.co/2lBg3ZgivD,11,10,Leela,,https://pbs.twimg.com/media/CpWnecZWIAAUFwt.jpg,1.0,kelpie,0.519047,True,13518,4190
813,762471784394268675,2016-08-08 02:13:34,Meet Glenn. Being in public scares him. Frighteningly relatable. 12/10 keep hangin in there Glenn (Imgur - Wuhahha) https://t.co/pA4MDKwRci,12,10,Glenn,,https://pbs.twimg.com/ext_tw_video_thumb/762471745303355393/pu/img/RKcEUz7-VDipoGKJ.jpg,1.0,Samoyed,0.540276,True,12571,7612
814,762464539388485633,2016-08-08 01:44:46,This is Buddy. His father was a bear and his mother was a perfectly toasted marshmallow. 12/10 would snug so well https://t.co/zGSj1oUgxx,12,10,Buddy,,https://pbs.twimg.com/media/CpTRc4DUEAAYTq6.jpg,4.0,chow,0.999953,True,11503,4839
817,761976711479193600,2016-08-06 17:26:19,This is Shelby. She finds stuff to put on her head for attention. It works really well. 12/10 talented af https://t.co/WTZ484EntP,12,10,Shelby,,https://pbs.twimg.com/media/CpMVxoRXgAAh350.jpg,3.0,Labrador_retriever,0.475552,True,5992,2310
820,761599872357261312,2016-08-05 16:28:54,"This is Sephie. According to this picture, she can read. Fantastic at following directions. 11/10 such a good girl https://t.co/7HY9RvCudo",11,10,Sephie,,https://pbs.twimg.com/media/CpG_CrlWYAYyuP3.jpg,1.0,Gordon_setter,0.240427,True,4578,1336
821,761334018830917632,2016-08-04 22:52:29,This is Bruce. I really want to hear the joke he was told. 10/10 for chuckle pup https://t.co/ErPLjjJOKc,10,10,Bruce,,https://pbs.twimg.com/media/CpDNQGkWEAENiYZ.jpg,1.0,Norwegian_elkhound,0.8229360000000001,True,5792,1669
822,761292947749015552,2016-08-04 20:09:17,Meet Bonaparte. He's pupset because it's cloudy at the beach. Can't take any pics for his Instagram. 11/10 https://t.co/0THNOfv2Jo,11,10,Bonaparte,,https://pbs.twimg.com/media/CpCn5aXXgAAOPTm.jpg,1.0,standard_poodle,0.6608930000000001,True,4957,1265
824,761004547850530816,2016-08-04 01:03:17,This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both https://t.co/1acHQS8rvK,11,10,Bo,,https://pbs.twimg.com/media/Co-hmcYXYAASkiG.jpg,1.0,golden_retriever,0.735163,True,12482,3952
825,760656994973933572,2016-08-03 02:02:14,This is Rose. Her face is stuck like that. 11/10 would pet so heckin well https://t.co/tl3gNYdoq2,11,10,Rose,,https://pbs.twimg.com/media/Co5lf-KW8AAIwJw.jpg,1.0,golden_retriever,0.760546,True,7343,2210
827,760539183865880579,2016-08-02 18:14:06,This is Atlas. Swinging is his passion. 12/10 would push all day https://t.co/9k8LLjJ0uJ,12,10,Atlas,,https://pbs.twimg.com/media/Co36VZfWcAEN3R3.jpg,1.0,Samoyed,0.988013,True,8399,4168
828,760290219849637889,2016-08-02 01:44:48,This is Rocco. He's doing his best. 13/10 someone help him (IG: rocco_roni) https://t.co/qFsl1nnXMv,13,10,Rocco,,https://pbs.twimg.com/ext_tw_video_thumb/760289324994879489/pu/img/3ItvBEoo4aebPfvr.jpg,1.0,Old_English_sheepdog,0.3022,True,29618,13140
831,759923798737051648,2016-08-01 01:28:46,We only rate dogs... this is a Taiwanese Guide Walrus. Im getting real heckin tired of this. Please send dogs. 10/10 https://t.co/49hkNAsubi,10,10,,,https://pbs.twimg.com/media/CovKqSYVIAAUbUW.jpg,1.0,Labrador_retriever,0.324579,True,16284,6521
832,759846353224826880,2016-07-31 20:21:02,This is Kirby. He's a Beneblip Cumberpat. Pretty heckin rare. 11/10 would put my face against his face https://t.co/fd6uucghY6,11,10,Kirby,,https://pbs.twimg.com/media/CouEOZhWAAAgFpE.jpg,1.0,Sussex_spaniel,0.355395,True,7433,2265
833,759557299618865152,2016-07-31 01:12:26,This is Emma. She can't believe her last guess didn't hit. Convinced ur stacking them on top of each other. 10/10 https://t.co/JRV1dhBYwu,10,10,Emma,,https://pbs.twimg.com/media/Cop9VVUXgAAhX9u.jpg,2.0,golden_retriever,0.763333,True,5202,1341
834,759447681597108224,2016-07-30 17:56:51,This is Oakley. He has no idea what happened here. Even offered to help clean it up. 11/10 such a heckin good boy https://t.co/vT3JM8b989,11,10,Oakley,,https://pbs.twimg.com/media/CooZok_WEAA7oPw.jpg,1.0,kuvasz,0.223148,True,9418,2827
835,759197388317847553,2016-07-30 01:22:17,This is Luna. She's just heckin precious af I have nothing else to say. 12/10 https://t.co/gQH2mmKIJW,12,10,Luna,,https://pbs.twimg.com/media/Cok1_sjXgAU3xpp.jpg,1.0,kuvasz,0.5113409999999999,True,6725,2221
836,759099523532779520,2016-07-29 18:53:24,Meet Toby. He has a drinking problem. Inflatable marijuana plant in the back is also not a good look. 7/10 cmon Toby https://t.co/Cim4DSj6Oi,7,10,Toby,,https://pbs.twimg.com/media/Cojc_Q0WcAAqi_K.jpg,1.0,Shetland_sheepdog,0.12903399999999998,True,16101,4813
837,759047813560868866,2016-07-29 15:27:55,This is Spencer. He's part of the Queen's Guard. Takes his job very seriously. 11/10 https://t.co/8W5iSOgXfx,11,10,Spencer,,https://pbs.twimg.com/media/Coit84_VYAEMtLi.jpg,1.0,Labrador_retriever,0.778546,True,7227,2302
839,758740312047005698,2016-07-28 19:06:01,Meet Boston. He's worried because his tongue won't fit all the way in his mouth. 12/10 it'll be ok deep breaths pup https://t.co/rfWQ4T9iQj,12,10,Boston,,https://pbs.twimg.com/media/CoeWSJcUIAAv3Bq.jpg,1.0,Chesapeake_Bay_retriever,0.848514,True,6339,1824
840,758474966123810816,2016-07-28 01:31:38,This is Brandonald. He accidentally opened the front facing camera. Playing it off rather heckin well. 11/10 https://t.co/uPUAotqQtM,11,10,Brandonald,,https://pbs.twimg.com/media/Coak48zWAAAhBxV.jpg,1.0,Pembroke,0.546145,True,4227,1132
841,758405701903519748,2016-07-27 20:56:24,This is Odie. He falls asleep wherever he wants. Must be nice. 10/10 https://t.co/M9BXCSDVjh,10,10,Odie,,https://pbs.twimg.com/media/CoZl9fXWgAMox0n.jpg,4.0,Chesapeake_Bay_retriever,0.702954,True,5756,2204
842,758355060040593408,2016-07-27 17:35:10,This is Corey. He's a Portobello Corgicool. Trying to convince you that he's not a hipster. 11/10 yea right Corey https://t.co/NzWUrFZydr,11,10,Corey,,https://pbs.twimg.com/media/CoY324eWYAEiDOG.jpg,1.0,Pembroke,0.987643,True,3797,1245
846,757611664640446465,2016-07-25 16:21:11,This is Cooper. He tries to come across as feisty but it never works for very long. 12/10 https://t.co/AVks8DjHwB,12,10,Cooper,,https://pbs.twimg.com/media/CoOTyXJXEAAtjs9.jpg,1.0,bluetick,0.829259,True,5026,1272
849,757354760399941633,2016-07-24 23:20:20,"This is Devón (pronounced ""Eric""). He forgot how to eat the apple halfway through. Wtf Devón get it together. 8/10 https://t.co/7waRPODGyO",8,10,Devón,,https://pbs.twimg.com/media/CoKqIndWgAAattd.jpg,1.0,Italian_greyhound,0.914667,True,4995,1637
850,756998049151549440,2016-07-23 23:42:53,This is Oliver. He's an English Creamschnitzel. The rarest of schnitzels. 11/10 would pet quite firmly https://t.co/qbO5X6dYuj,11,10,Oliver,,https://pbs.twimg.com/media/CoFlsGAWgAA2YeV.jpg,4.0,golden_retriever,0.678555,True,6923,2271
851,756651752796094464,2016-07-23 00:46:50,This is Gert. He just wants you to be happy. 11/10 would pat on the head so damn well https://t.co/l0Iwj6rLFW,11,10,Gert,,https://pbs.twimg.com/media/CoAqwPTW8AAiJlz.jpg,1.0,Pembroke,0.294808,True,5612,1511
852,756303284449767430,2016-07-22 01:42:09,Pwease accept dis rose on behalf of dog. 11/10 https://t.co/az5BVcIV5I,11,10,,,https://pbs.twimg.com/media/Cn7tyyZWYAAPlAY.jpg,1.0,golden_retriever,0.981652,True,4359,1231
854,755110668769038337,2016-07-18 18:43:07,This is Watson. He trust falls on command. 13/10 it's elementary... (IG: wat.ki) https://t.co/goX3jewkYN,13,10,Watson,,https://pbs.twimg.com/ext_tw_video_thumb/755110610942169088/pu/img/3-INz45pSRMkzOEF.jpg,1.0,Labrador_retriever,0.708974,True,23446,12621
855,754856583969079297,2016-07-18 01:53:28,This is Winnie. She's not a fan of the fast moving air. 11/10 objects in mirror may be more fluffy than they appear https://t.co/FyHrk20gUR,11,10,Winnie,,https://pbs.twimg.com/media/CnnKCKNWgAAcOB8.jpg,2.0,golden_retriever,0.8723850000000001,True,7616,2870
858,754449512966619136,2016-07-16 22:55:55,This is Dex. He can see into your past and future. Mesmerizing af 11/10 https://t.co/0dYI0Cpdge,11,10,Dex,,https://pbs.twimg.com/media/CnhXzpvW8AAQ1MB.jpg,1.0,beagle,0.858513,True,4147,846
859,754120377874386944,2016-07-16 01:08:03,"When you hear your owner say they need to hatch another egg, but you've already been on 17 walks today. 10/10 https://t.co/lFEoGqZ4oA",10,10,,,https://pbs.twimg.com/media/CncseIzWgAA4ghH.jpg,1.0,chow,0.168909,True,8655,2670
860,754011816964026368,2016-07-15 17:56:40,This is Charlie. He pouts until he gets to go on the swing. 12/10 manipulative af https://t.co/ilwQqWFKCh,12,10,Charlie,,https://pbs.twimg.com/media/CnbJuPoXEAAjcVF.jpg,1.0,French_bulldog,0.600985,True,9726,4079
861,753655901052166144,2016-07-14 18:22:23,"""The dogtor is in hahahaha no but seriously I'm very qualified and that tumor is definitely malignant"" 10/10 https://t.co/ULqThwWmLg",10,10,,,https://pbs.twimg.com/media/CnWGCpdWgAAWZTI.jpg,1.0,miniature_pinscher,0.456092,True,6458,2492
863,753398408988139520,2016-07-14 01:19:12,This is Scout. Her batteries are low. 12/10 precious af https://t.co/ov05LIoQJX,12,10,Scout,,https://pbs.twimg.com/ext_tw_video_thumb/753398183879991296/pu/img/bqFy5Zc_PEk6Mx-B.jpg,1.0,whippet,0.163794,True,6384,2186
864,753375668877008896,2016-07-13 23:48:51,This is Hank. He's mischievous af. Doesn't even know what he was trying to do here. 8/10 quit the shit Hank damn https://t.co/3r7wjfsXHc,8,10,Hank,,https://pbs.twimg.com/media/CnSHLFeWgAAwV-I.jpg,1.0,bluetick,0.36007100000000003,True,8411,2655
865,753294487569522689,2016-07-13 18:26:16,This is Ace. He's a window washer. One of the best around. 11/10 helpful af https://t.co/sTuRoYfzPv,11,10,Ace,,https://pbs.twimg.com/media/CnQ9Vq1WEAEYP01.jpg,1.0,chow,0.194773,True,3758,1191
866,753026973505581056,2016-07-13 00:43:15,Say hello to Tayzie. She's a Barbadian Bugaboop. Seems quite social. A rare quality for a Bugaboop. 10/10 petable af https://t.co/6qF5YZx6OV,10,10,Tayzie,,https://pbs.twimg.com/media/CnNKCKKWEAASCMI.jpg,3.0,Pembroke,0.868511,True,4283,1109
867,752917284578922496,2016-07-12 17:27:23,This is Grizzie. She's a semi-submerged Bahraini Buttersplotch. Appears alert af. Snazzy tongue. 11/10 would def pet https://t.co/WZ4zzkXXnW,11,10,Grizzie,,https://pbs.twimg.com/media/CnLmRiYXEAAO_8f.jpg,1.0,German_shepherd,0.609283,True,7592,1790
868,752173152931807232,2016-07-10 16:10:29,This is Brody. He's a lifeguard. Always prepared for rescue. 12/10 would fake drown just to get saved by him https://t.co/olDmwNjOy1,12,10,Brody,,https://pbs.twimg.com/media/CnBBfNuWcAAkOgO.jpg,1.0,Labrador_retriever,0.527659,True,6569,2106
869,751937170840121344,2016-07-10 00:32:46,This is Ruby. Her ice cube is melting. She doesn't know what to do about it. 11/10 https://t.co/Vfc3eAFl2q,11,10,Ruby,,https://pbs.twimg.com/media/Cm9q2d3XEAAqO2m.jpg,1.0,Lakeland_terrier,0.4241680000000001,True,5770,1530
870,751830394383790080,2016-07-09 17:28:29,This is Tucker. He's very camera shy. 12/10 would give stellar belly rubs to https://t.co/BJRsxuLF1w,12,10,Tucker,,https://pbs.twimg.com/media/Cm8JwBqW8AAFOEn.jpg,1.0,chow,0.703569,True,6428,2227
871,751598357617971201,2016-07-09 02:06:27,This is Toby. A cat got his tongue. 13/10 adorable af https://t.co/fHQrBKYSLC,13,10,Toby,,https://pbs.twimg.com/media/Cm42t5vXEAAv4CS.jpg,1.0,toy_poodle,0.757756,True,8699,3440
872,751538714308972544,2016-07-08 22:09:27,This is Max. She has one ear that's always slightly more alert than the other. 10/10 wonky af https://t.co/5eJg69G8vY,10,10,Max,,https://pbs.twimg.com/media/Cm4AeG8XEAAulD2.jpg,2.0,Labrador_retriever,0.516257,True,5547,1445
873,751251247299190784,2016-07-08 03:07:09,This is Gilbert. He's being chased by a battalion of miniature floof cows. 10/10 we all believe in you Gilbert https://t.co/wayKZkDRTG,10,10,Gilbert,,https://pbs.twimg.com/ext_tw_video_thumb/751250895690731520/pu/img/eziHbU1KbgZg-ijN.jpg,1.0,Walker_hound,0.178852,True,13791,6695
874,751205363882532864,2016-07-08 00:04:50,"""This photographer took pics of her best friend before and after she told them they were beautiful"" 12/10 https://t.co/510gJW9fsy",12,10,,,https://pbs.twimg.com/media/CmzRRY1WcAEoxwY.jpg,2.0,Labrador_retriever,0.947164,True,6948,2086
875,750719632563142656,2016-07-06 15:54:42,This is Meyer. He has to hold somebody's hand during car rides. He's also wearing a seatbelt. 12/10 responsible af https://t.co/WS6BoApYyL,12,10,Meyer,,https://pbs.twimg.com/media/CmsXg9AWgAAs6Ui.jpg,1.0,Pembroke,0.972587,True,14621,5747
876,750429297815552001,2016-07-05 20:41:01,This is Arnie. He's a Nova Scotian Fridge Floof. Rare af. 12/10 https://t.co/lprdOylVpS,12,10,Arnie,,https://pbs.twimg.com/media/CmoPdmHW8AAi8BI.jpg,1.0,golden_retriever,0.964929,True,14569,4947
